policy_id,driver_age,gender,driving_experience,vehicle_make,vehicle_model,vehicle_type,vehicle_age,engine_capacity,vehicle_value,county,annual_mileage,previous_claims,claim_amount_history,no_claim_bonus,policy_type,accident_risk_index,theft_risk_index,driver_risk_score,premium_amount
193,63,Female,40,Mazda,Demio,Sedan,13,1800,5132691,Kilifi,16138,3,333804,0,Comprehensive,0.22,0.31,63.8,107390.36
194,21,Female,0,Nissan,Xtrail,Sedan,11,3000,4342879,Kisumu,16871,3,135786,0,Comprehensive,0.71,0.37,100.7,110493.18
195,19,Female,0,Nissan,Navara,SUV,18,2500,8636900,Kilifi,47913,1,243226,0,Comprehensive,0.8,0.7,81.0,167553.5
196,32,Female,6,Subaru,Impreza,SUV,18,1000,7276610,Mombasa,10448,1,147478,0,Comprehensive,0.75,0.25,64.0,138299.15
197,21,Female,0,Mazda,Demio,Hatchback,6,3000,6614768,Kilifi,48108,1,248387,1,Third Party,0.72,0.88,81.2,132821.52
198,67,Male,45,Mazda,CX5,Hatchback,19,2500,2730525,Meru,38535,0,0,1,Third Party,0.62,0.59,34.4,59657.88
199,24,Male,2,Honda,CRV,Pickup,4,2000,9282913,Bungoma,29282,2,68044,0,Comprehensive,0.31,0.63,77.4,174993.7
200,18,Male,0,Honda,CRV,Hatchback,17,1800,3546417,Kakamega,52076,2,422806,1,Comprehensive,0.72,0.6,92.1,86996.26
201,72,Male,50,Mazda,Demio,Sedan,3,1200,2263571,Machakos,42487,2,72070,1,Comprehensive,0.89,0.51,68.4,64403.57
202,59,Female,41,Mazda,Demio,Pickup,8,3000,7803888,Uasin Gishu,8191,1,190795,0,Third Party,0.26,0.42,39.2,140058.32
203,67,Male,40,Nissan,Xtrail,Pickup,7,1800,4223227,Kericho,46674,1,229861,1,Comprehensive,0.71,0.69,54.1,87898.4
204,40,Female,15,Isuzu,Dmax,Pickup,12,1300,1265188,Embu,35111,2,141840,1,Third Party,0.8,0.73,86.1,53777.82
205,68,Male,43,Toyota,Corolla,Hatchback,2,3000,2080752,Nyeri,23052,1,151214,0,Third Party,0.44,0.48,41.3,57311.28
206,32,Male,12,Mitsubishi,Outlander,Pickup,6,1300,7179771,Kisumu,33138,1,134917,1,Comprehensive,0.81,0.41,69.0,133746.57
207,55,Male,26,Nissan,Navara,Pickup,16,2500,5603943,Machakos,57991,0,0,0,Comprehensive,0.51,0.36,32.5,105709.15
208,66,Female,45,Mitsubishi,Pajero,Pickup,3,2000,7570518,Nairobi,25669,1,226739,1,Comprehensive,0.43,0.98,52.0,139307.77
209,71,Male,49,Honda,Fit,Pickup,15,3000,1281883,Nyeri,34921,0,0,0,Comprehensive,0.29,0.68,24.3,38478.24
210,26,Female,0,Honda,Fit,Sedan,7,1300,8481883,Nyeri,54145,2,375752,0,Third Party,0.74,0.6,88.7,166328.24
211,66,Female,41,Mazda,Demio,Hatchback,2,1200,2517181,Bungoma,53758,1,53950,0,Comprehensive,0.4,0.8,47.5,63657.71
212,38,Female,13,Isuzu,Dmax,Pickup,13,3000,4195958,Kericho,19571,0,0,1,Comprehensive,0.64,0.99,57.5,89139.37
213,39,Female,10,Isuzu,Dmax,SUV,12,1200,7619764,Kiambu,58710,0,0,0,Third Party,0.37,0.6,41.1,134846.46
214,41,Male,12,Nissan,Note,SUV,12,2000,1899908,Nakuru,6724,2,183884,0,Third Party,0.75,0.9,87.5,72548.62
215,64,Female,38,Subaru,Impreza,Sedan,4,2500,3271783,Meru,46321,3,146361,1,Comprehensive,0.28,0.52,69.3,80676.74
216,59,Female,40,Subaru,Forester,Pickup,10,1000,2007017,Nyeri,39196,2,345456,1,Third Party,0.5,0.63,65.6,56905.26
217,53,Female,30,Nissan,Note,Pickup,9,1200,816409,Kiambu,15805,1,155016,0,Third Party,0.97,0.49,64.9,44696.14
218,28,Male,8,Nissan,Note,Pickup,5,3000,9105586,Meru,55276,0,0,1,Comprehensive,0.71,0.82,61.2,162633.79
219,71,Female,51,Toyota,Axio,Sedan,4,2000,8374037,Kericho,7023,0,0,1,Third Party,0.7,0.48,32.6,143810.55
220,74,Male,53,Nissan,Note,Hatchback,16,2500,2465251,Nakuru,41060,1,129119,1,Comprehensive,0.38,0.76,42.1,58978.76
221,73,Male,48,Nissan,Note,Sedan,1,2000,1594929,Kiambu,19226,0,0,0,Comprehensive,0.46,0.71,29.0,46123.93
222,36,Female,13,Honda,CRV,Sedan,12,1500,6744345,Uasin Gishu,42861,0,0,1,Third Party,0.55,0.32,42.4,116315.18
223,72,Female,54,Toyota,Harrier,Sedan,0,1200,1709854,Mombasa,6651,0,0,1,Comprehensive,0.79,1.0,45.2,47097.81
224,71,Female,53,Mazda,CX5,Sedan,16,2000,611955,Nyeri,35447,0,0,0,Third Party,0.99,0.8,47.7,39729.32
225,56,Female,30,Honda,CRV,SUV,15,1800,4090328,Kajiado,35268,1,103808,1,Comprehensive,0.67,0.67,58.0,86104.92
226,23,Male,5,Isuzu,Dmax,Sedan,12,1300,6521714,Kilifi,22833,1,104788,0,Third Party,0.87,0.35,74.1,129875.71
227,66,Female,44,Nissan,Navara,Pickup,9,3000,3166757,Mombasa,31201,0,0,0,Comprehensive,0.92,0.93,50.7,79201.35
228,41,Male,15,Toyota,Axio,Pickup,3,2000,3951387,Nairobi,12531,0,0,1,Third Party,0.94,0.58,56.8,85670.8
229,38,Male,13,Honda,CRV,Sedan,11,1200,4324733,Kericho,14557,0,0,0,Third Party,0.42,0.83,47.7,88170.99
230,27,Female,4,Toyota,Corolla,Hatchback,9,1000,866088,Kakamega,35508,1,50785,0,Comprehensive,0.93,0.31,73.1,45641.32
231,21,Female,2,Isuzu,Dmax,Pickup,0,1300,2392101,Kericho,36358,0,0,1,Comprehensive,0.73,0.97,68.3,61331.51
232,32,Male,8,Honda,CRV,Hatchback,9,1200,3841483,Bungoma,41727,0,0,1,Comprehensive,0.6,0.98,59.1,80622.24
233,22,Male,2,Isuzu,Dmax,Sedan,4,3000,750930,Kakamega,27360,2,32608,0,Comprehensive,0.32,0.38,73.7,44663.95
234,59,Female,33,Isuzu,Dmax,Sedan,6,2000,9477376,Nairobi,14879,0,0,1,Third Party,0.52,0.63,36.2,160960.64
235,56,Male,33,Mazda,Demio,Sedan,16,1000,5751973,Kilifi,48617,1,93457,1,Third Party,0.73,0.37,53.8,108629.6
236,27,Female,8,Toyota,Axio,Sedan,15,3000,6850091,Machakos,13535,1,80202,1,Comprehensive,0.57,0.24,60.9,126901.36
237,66,Male,42,Mitsubishi,Pajero,Pickup,19,1200,9276766,Machakos,14283,2,212936,0,Comprehensive,0.73,0.33,63.0,171201.49
238,31,Female,3,Subaru,Impreza,Pickup,8,3000,2939929,Machakos,58019,1,91816,0,Third Party,0.28,0.47,54.8,71698.93
239,61,Female,43,Toyota,Harrier,Hatchback,9,1500,6610114,Kericho,26253,1,192650,0,Comprehensive,0.5,0.82,53.4,126551.71
240,68,Male,40,Toyota,Prado,SUV,11,1200,1528807,Nairobi,56707,2,33420,1,Third Party,0.71,0.36,62.0,50182.1
241,63,Male,38,Toyota,Harrier,Pickup,17,1200,2819507,Kajiado,24909,1,16530,0,Comprehensive,0.49,0.92,54.1,71042.6
242,60,Male,35,Isuzu,Dmax,Pickup,5,1000,2260155,Kericho,24584,0,0,1,Third Party,0.92,0.72,49.5,56402.32
243,60,Male,38,Isuzu,Dmax,Pickup,3,2000,8961957,Nyeri,10906,4,735768,1,Third Party,0.3,0.78,92.1,174929.35
244,51,Female,30,Isuzu,Dmax,Sedan,5,1200,7637694,Kilifi,31170,0,0,1,Third Party,0.75,0.27,39.9,130515.41
245,21,Female,0,Toyota,Harrier,SUV,19,1200,5804381,Nyeri,28172,2,211330,0,Third Party,0.29,0.81,81.9,121515.71
246,74,Female,46,Subaru,Forester,SUV,1,2500,9894731,Bungoma,23888,1,19346,1,Third Party,0.9,0.62,54.9,177520.96
247,65,Female,43,Honda,Fit,Pickup,0,1800,9534082,Kisumu,23099,2,87732,0,Comprehensive,0.72,0.7,70.6,178511.23
248,39,Male,21,Honda,CRV,Pickup,4,1500,594746,Kiambu,14122,0,0,0,Third Party,0.74,0.46,49.4,32521.19
249,57,Female,32,Honda,CRV,Sedan,14,2500,1453224,Uasin Gishu,43547,0,0,0,Comprehensive,0.26,0.26,22.0,38098.36
250,20,Female,0,Subaru,Impreza,SUV,14,2000,4607086,Embu,42396,0,0,1,Third Party,0.53,0.81,59.6,93156.29
251,53,Female,24,Toyota,Prado,SUV,16,2500,2448091,Nakuru,34516,3,206430,1,Comprehensive,0.29,0.56,75.9,70271.36
252,55,Female,34,Subaru,Forester,Sedan,7,2000,6717954,Kericho,51738,1,18787,0,Third Party,0.21,0.54,42.1,124919.31
253,31,Male,4,Mitsubishi,Outlander,Hatchback,5,2500,3122136,Bungoma,58330,5,946360,0,Third Party,0.44,0.86,127.4,104632.04
254,36,Female,15,Nissan,Xtrail,Pickup,13,3000,2709381,Kilifi,39228,1,59437,0,Third Party,0.24,0.65,54.7,68240.71
255,69,Male,43,Subaru,Impreza,Hatchback,13,1300,395028,Kiambu,55914,0,0,0,Third Party,0.79,0.24,31.5,25875.42
256,21,Female,0,Toyota,Harrier,SUV,7,1200,2714165,Kilifi,57350,2,123262,1,Third Party,0.23,0.67,77.3,67862.48
257,63,Male,44,Subaru,Forester,Pickup,4,3000,6636356,Nyeri,47946,2,474416,0,Comprehensive,0.74,0.86,75.4,139845.34
258,41,Female,23,Nissan,Navara,Pickup,7,1800,3477902,Kericho,39215,1,74046,0,Comprehensive,0.31,0.47,50.7,75218.53
259,69,Male,46,Mitsubishi,Pajero,Sedan,7,1800,8260339,Nyeri,57892,2,480294,1,Third Party,0.51,0.59,60.1,149855.08
260,39,Male,10,Honda,CRV,SUV,1,3000,1334586,Kericho,16190,1,226997,1,Comprehensive,0.26,0.4,48.8,40918.79
261,34,Male,5,Honda,CRV,Pickup,5,1200,5154042,Machakos,45583,0,0,0,Comprehensive,0.98,0.47,59.3,106210.63
262,66,Male,46,Mazda,CX5,Hatchback,7,2000,6334722,Nakuru,22839,0,0,0,Third Party,0.67,0.63,37.2,119770.83
263,66,Male,48,Mazda,Demio,Hatchback,7,1300,1049971,Machakos,42755,0,0,1,Comprehensive,0.84,0.66,42.9,35149.57
264,59,Female,31,Nissan,Xtrail,Pickup,8,1000,1485111,Uasin Gishu,51628,0,0,1,Third Party,0.29,0.48,26.3,33326.67
265,56,Female,32,Honda,CRV,Hatchback,8,2500,6137196,Kakamega,27207,2,125562,1,Comprehensive,0.33,0.51,59.6,118907.94
266,36,Female,7,Nissan,Navara,Pickup,7,3000,1849420,Kisumu,49299,1,205161,0,Comprehensive,0.96,0.86,80.5,69041.3
267,25,Male,0,Isuzu,Dmax,Sedan,13,2500,6581646,Embu,5726,0,0,0,Third Party,0.75,0.29,53.3,125874.69
268,47,Male,29,Honda,CRV,SUV,3,1200,4504955,Machakos,38703,1,185481,0,Third Party,0.46,0.8,58.8,95574.32
269,19,Male,0,Mitsubishi,Pajero,SUV,9,1200,5970706,Kericho,15058,1,80194,1,Comprehensive,0.93,0.69,84.7,121410.59
270,45,Female,25,Isuzu,Dmax,Sedan,19,2000,770529,Nairobi,39396,0,0,0,Third Party,0.99,0.86,61.9,45507.93
271,58,Female,29,Isuzu,Dmax,SUV,2,1300,7281440,Mombasa,53438,1,84964,1,Third Party,0.85,0.37,56.4,133771.6
272,42,Female,18,Isuzu,Dmax,Pickup,5,1500,3194100,Nakuru,18749,2,482992,1,Comprehensive,0.45,0.83,76.6,78161.5
273,61,Female,42,Toyota,Corolla,Hatchback,2,1300,9291899,Machakos,57395,2,410238,1,Comprehensive,0.21,0.5,53.3,160328.48
274,71,Female,50,Subaru,Impreza,SUV,0,3000,7025275,Embu,16172,1,31312,0,Comprehensive,0.48,0.32,37.8,129779.12
275,46,Male,19,Toyota,Corolla,Pickup,17,1500,3565962,Kakamega,49014,0,0,1,Comprehensive,0.68,0.28,40.5,69589.43
276,22,Female,0,Subaru,Forester,Sedan,1,3000,9304471,Nyeri,53613,2,492712,0,Comprehensive,0.38,0.98,87.5,180067.07
277,20,Female,0,Subaru,Impreza,Sedan,12,1500,7369337,Meru,47138,0,0,0,Comprehensive,0.51,0.33,49.4,131490.05
278,67,Male,44,Mazda,Demio,Sedan,14,1800,1082877,Kiambu,58161,1,212921,1,Third Party,0.5,0.58,45.6,36143.15
279,23,Female,2,Toyota,Axio,Hatchback,17,1500,6349850,Bungoma,19973,1,246527,0,Comprehensive,0.82,0.98,85.2,133147.75
280,58,Female,40,Subaru,Impreza,Hatchback,12,1200,1881420,Kakamega,26300,2,272120,0,Comprehensive,0.36,0.25,54.3,54121.3
281,63,Male,34,Mazda,CX5,Sedan,11,1300,8283939,Kajiado,14714,0,0,0,Third Party,0.31,0.56,26.5,141109.08
282,64,Male,45,Honda,CRV,Pickup,10,1500,5189084,Embu,24554,3,263964,0,Comprehensive,0.78,0.32,80.3,116236.26
283,22,Male,4,Isuzu,Dmax,Pickup,4,1500,3275605,Kajiado,57882,0,0,0,Third Party,0.68,0.48,56.5,73734.07
284,64,Male,35,Isuzu,Dmax,Hatchback,10,2500,5633968,Nyeri,6207,0,0,1,Third Party,0.23,0.98,32.0,102259.52
285,68,Male,48,Toyota,Axio,SUV,15,1500,3370771,Nyeri,34535,1,113651,1,Comprehensive,0.43,0.36,38.6,66811.57
286,41,Female,17,Isuzu,Dmax,Hatchback,14,1300,3589791,Kericho,7808,1,196292,1,Third Party,0.98,0.53,72.0,83146.86
287,68,Male,47,Honda,CRV,Sedan,6,1800,5693455,Kisumu,53456,0,0,0,Third Party,0.55,0.88,37.6,107751.82
288,49,Female,24,Subaru,Impreza,SUV,18,2500,3101445,Kilifi,26826,1,34045,0,Comprehensive,0.38,0.79,55.2,76721.67
289,67,Male,44,Subaru,Impreza,SUV,10,1300,5136917,Nyeri,24337,0,0,0,Comprehensive,0.72,0.86,42.8,102053.75
290,58,Female,33,Toyota,Axio,Pickup,2,3000,5601533,Nyeri,25536,2,189522,0,Comprehensive,0.86,0.44,73.1,123022.99
291,24,Male,4,Nissan,Xtrail,SUV,0,1500,9376760,Nakuru,14764,1,52727,0,Third Party,0.95,0.86,86.2,179101.4
292,26,Female,8,Toyota,Prado,Sedan,3,1300,1686689,Kakamega,20038,0,0,0,Comprehensive,0.78,0.42,56.3,50400.33
293,21,Female,0,Mitsubishi,Outlander,Sedan,10,1300,9986599,Nakuru,29322,2,417400,0,Third Party,0.96,0.62,98.2,192398.98
294,33,Female,14,Mitsubishi,Outlander,Pickup,7,1000,2981206,Uasin Gishu,17449,2,242082,1,Third Party,0.77,0.73,88.7,79168.09
295,48,Male,19,Mitsubishi,Outlander,Pickup,1,2500,2632214,Kajiado,41469,1,77904,1,Comprehensive,0.64,0.38,55.3,64983.21
296,30,Male,8,Mitsubishi,Pajero,Pickup,18,1800,9143026,Uasin Gishu,28864,1,26566,0,Comprehensive,0.6,0.56,66.7,166945.39
297,27,Male,6,Mazda,Demio,Sedan,7,2000,6584851,Mombasa,30235,1,114859,1,Third Party,0.39,0.44,59.5,122422.76
298,32,Male,9,Mitsubishi,Pajero,Hatchback,3,1800,8497590,Kakamega,10585,1,156721,1,Third Party,0.31,0.7,59.8,149213.85
299,28,Female,2,Toyota,Harrier,Sedan,11,1000,5370414,Kilifi,51520,0,0,1,Third Party,0.83,0.77,63.8,105506.21
300,39,Female,16,Toyota,Axio,Pickup,16,2500,5605431,Bungoma,19087,0,0,0,Comprehensive,0.79,0.45,50.7,111831.46
301,28,Female,2,Honda,Fit,Sedan,0,1300,4002418,Kisumu,58384,1,237939,1,Third Party,0.93,0.95,85.4,94286.27
302,36,Male,18,Subaru,Forester,Sedan,5,3000,7285945,Nairobi,39716,1,33478,0,Comprehensive,0.2,0.33,47.1,132789.17
303,38,Male,10,Mazda,Demio,Sedan,12,1800,5470080,Kiambu,57759,3,265068,1,Comprehensive,0.58,0.71,95.1,119851.2
304,54,Female,27,Mitsubishi,Outlander,Pickup,16,1800,2022907,Machakos,30599,1,97697,1,Third Party,0.71,0.82,63.2,57493.6
305,58,Female,29,Isuzu,Dmax,Pickup,6,1000,5832388,Kilifi,29972,1,39320,1,Comprehensive,0.73,0.58,57.0,112335.82
306,73,Male,50,Nissan,Navara,Sedan,0,1500,9027148,Kericho,47838,1,28135,1,Third Party,0.94,0.3,50.2,158507.22
307,20,Female,0,Isuzu,Dmax,Hatchback,5,1500,6387595,Mombasa,24604,2,141896,1,Third Party,0.43,0.49,80.2,124163.93
308,74,Male,56,Isuzu,Dmax,Pickup,9,1800,8751115,Kajiado,7100,1,28199,0,Comprehensive,0.87,0.77,57.0,162416.73
309,31,Male,4,Nissan,Navara,Pickup,2,1000,8140130,Kakamega,39926,1,64131,0,Third Party,0.21,0.57,54.7,146551.95
310,53,Male,26,Mazda,CX5,SUV,5,1000,8004694,Kakamega,24611,0,0,0,Comprehensive,0.62,0.98,49.2,146570.41
311,44,Male,21,Honda,CRV,Pickup,9,1300,2645704,Machakos,35116,0,0,0,Third Party,0.47,0.47,39.0,59335.56
312,72,Male,45,Isuzu,Dmax,Pickup,6,1500,5604120,Nyeri,25093,2,382392,1,Comprehensive,0.98,0.88,78.5,120061.8
313,26,Male,0,Mitsubishi,Pajero,Pickup,7,1000,3211190,Embu,52832,0,0,0,Comprehensive,0.52,0.44,48.9,70367.85
314,20,Female,0,Mazda,Demio,Sedan,1,1200,3498156,Embu,38870,0,0,1,Comprehensive,0.25,0.97,54.4,70922.34
315,26,Male,2,Toyota,Prado,Sedan,4,3000,6800785,Kericho,54429,1,148731,0,Comprehensive,0.7,0.92,78.9,140511.77
316,42,Female,15,Nissan,Xtrail,Hatchback,12,1300,5387692,Meru,57916,2,168436,0,Third Party,0.85,0.96,91.2,123665.38
317,55,Male,30,Nissan,Xtrail,Pickup,14,2500,3263944,Kiambu,58933,0,0,1,Third Party,0.94,0.6,50.2,74059.16
318,58,Female,30,Nissan,Xtrail,Sedan,0,1200,5176709,Uasin Gishu,56098,1,162697,1,Comprehensive,0.74,0.26,50.9,99350.63
319,55,Female,32,Mazda,Demio,Hatchback,17,2000,2964749,Kericho,6932,1,48405,1,Comprehensive,0.56,0.37,49.2,67371.24
320,60,Male,31,Isuzu,Dmax,Hatchback,0,1000,3408591,Uasin Gishu,11474,2,498346,0,Third Party,0.29,0.71,60.4,81478.86
321,65,Female,40,Nissan,Navara,Sedan,11,1300,8598852,Mombasa,44954,0,0,0,Comprehensive,0.7,0.98,45.6,155282.78
322,21,Female,0,Mazda,CX5,Pickup,18,1800,7381530,Kakamega,33001,1,78431,1,Comprehensive,0.98,0.81,87.6,144522.95
323,30,Female,3,Isuzu,Dmax,SUV,7,2000,6339523,Kericho,50550,0,0,1,Comprehensive,0.73,0.33,51.0,117042.85
324,41,Male,22,Nissan,Xtrail,Hatchback,11,1000,5565481,Nairobi,57771,2,237428,1,Third Party,0.24,0.85,71.2,110382.21
325,57,Male,38,Mitsubishi,Outlander,Hatchback,7,3000,7383610,Bungoma,32413,1,246994,1,Third Party,0.92,0.2,55.6,136754.15
326,53,Male,27,Subaru,Impreza,Pickup,1,1300,8643199,Kilifi,46560,1,19171,0,Comprehensive,0.27,0.23,38.7,149297.98
327,52,Male,34,Nissan,Xtrail,Pickup,6,1300,9364281,Mombasa,24149,2,447368,0,Third Party,0.49,0.73,70.8,173714.21
328,67,Male,49,Isuzu,Dmax,SUV,12,1500,1335891,Kiambu,37598,1,227192,0,Third Party,0.38,0.97,49.8,46538.36
329,39,Female,20,Subaru,Impreza,Pickup,12,1000,5627580,Embu,17996,2,402102,1,Third Party,0.81,0.43,80.9,115863.7
330,24,Male,0,Mazda,Demio,SUV,6,1200,8603143,Kericho,12812,2,383292,0,Third Party,0.64,0.36,81.9,164247.14
331,25,Male,0,Mazda,CX5,Sedan,15,1300,525391,Kilifi,21998,0,0,0,Comprehensive,0.49,0.44,48.5,29630.86
332,52,Male,30,Mitsubishi,Outlander,Pickup,0,1300,5896526,Embu,53407,1,25523,0,Comprehensive,0.75,0.82,65.4,120897.89
333,59,Female,38,Mazda,CX5,Hatchback,2,1200,4092824,Machakos,32056,1,184956,1,Third Party,0.23,0.3,35.9,75042.36
334,58,Male,32,Mitsubishi,Outlander,SUV,5,1800,2327320,Nakuru,47633,0,0,1,Comprehensive,0.44,0.44,30.5,47709.8
335,20,Female,0,Nissan,Navara,SUV,14,1500,8897467,Nyeri,50899,0,0,1,Comprehensive,0.71,0.53,59.4,154412.01
336,30,Male,6,Honda,Fit,Sedan,17,2000,4923037,Kajiado,18156,2,280858,0,Third Party,0.47,1.0,86.6,115295.55
337,53,Female,29,Mitsubishi,Pajero,Sedan,15,3000,3581941,Kericho,33884,1,67615,0,Comprehensive,0.26,0.64,46.6,80129.11
338,27,Female,0,Honda,CRV,Sedan,1,2500,8766685,Kakamega,13712,0,0,1,Comprehensive,0.23,0.41,39.1,147050.27
339,21,Female,0,Honda,Fit,Pickup,14,1000,4745818,Mombasa,16156,3,131616,1,Comprehensive,0.95,0.86,117.7,117037.27
340,57,Male,33,Mitsubishi,Pajero,Hatchback,5,1000,4323278,Kajiado,5406,0,0,1,Comprehensive,0.89,0.42,44.1,84099.17
341,58,Male,32,Isuzu,Dmax,Hatchback,12,2000,4954419,Kakamega,47291,0,0,1,Third Party,0.76,0.78,46.9,98316.29
342,64,Male,40,Mazda,Demio,SUV,0,1000,7221154,Bungoma,14689,0,0,1,Comprehensive,0.51,0.93,39.4,126267.31
343,66,Male,46,Mitsubishi,Outlander,Hatchback,10,1500,3187757,Bungoma,48833,2,197582,1,Third Party,0.76,0.85,74.3,80116.35
344,74,Male,56,Subaru,Impreza,Sedan,16,3000,4111666,Bungoma,23624,1,109303,1,Third Party,0.34,0.84,42.5,83574.99
345,52,Male,32,Subaru,Impreza,Hatchback,11,3000,2167306,Uasin Gishu,6481,3,88431,0,Third Party,0.74,0.84,95.5,79809.59
346,24,Female,0,Toyota,Prado,Pickup,2,1200,3732207,Mombasa,16254,1,47327,1,Comprehensive,0.33,0.35,57.4,75433.1
347,29,Female,7,Subaru,Impreza,SUV,10,1800,6295802,Nairobi,21523,1,151880,1,Comprehensive,0.9,0.68,78.6,125037.03
348,73,Female,45,Mitsubishi,Outlander,Hatchback,0,2000,8410129,Nairobi,58103,1,132746,0,Third Party,0.25,0.5,33.5,149401.93
349,21,Female,3,Honda,CRV,Sedan,12,1500,1868146,Bungoma,29703,1,99116,1,Comprehensive,0.46,0.95,74.8,55122.19
350,58,Female,32,Mazda,CX5,SUV,7,1200,4155933,Kajiado,43556,1,247113,1,Comprehensive,0.29,0.52,42.6,79688.99
351,22,Male,3,Toyota,Corolla,Hatchback,19,1000,5950352,Embu,57954,1,69778,1,Third Party,0.36,0.59,64.1,111255.28
352,33,Female,14,Nissan,Xtrail,Pickup,9,2000,9210762,Nairobi,37182,0,0,1,Third Party,0.94,0.25,54.2,161361.43
353,58,Male,35,Nissan,Note,SUV,19,1500,4556146,Nakuru,34267,0,0,1,Comprehensive,0.41,0.21,25.0,78092.19
354,20,Male,0,Honda,Fit,Pickup,14,1300,1352425,Nakuru,17360,2,356070,1,Third Party,0.4,0.2,73.5,45286.38
355,21,Female,3,Isuzu,Dmax,Hatchback,18,1200,9523482,Meru,42525,1,109575,0,Comprehensive,0.67,0.76,77.3,176202.23
356,42,Female,13,Nissan,Note,Hatchback,0,1000,4143139,Bungoma,18318,0,0,0,Comprehensive,0.97,0.52,56.0,90597.08
357,62,Male,35,Isuzu,Dmax,Pickup,5,3000,4302981,Bungoma,48664,2,384006,1,Comprehensive,0.8,0.93,79.1,102344.71
358,45,Female,24,Subaru,Impreza,Hatchback,8,1300,5632889,Kisumu,7962,2,171890,1,Third Party,0.76,0.36,75.0,114093.33
359,56,Female,38,Isuzu,Dmax,Sedan,14,3000,6162835,Kajiado,59318,0,0,1,Comprehensive,0.37,0.42,29.0,106392.52
360,65,Female,46,Toyota,Harrier,Hatchback,7,1300,8500252,Uasin Gishu,59193,2,307394,1,Comprehensive,0.5,0.47,59.4,152103.78
361,35,Male,12,Honda,CRV,Sedan,18,1500,9125150,Bungoma,19924,2,22028,1,Third Party,0.79,0.62,86.1,170727.25
362,68,Female,41,Isuzu,Dmax,Sedan,16,1000,7066886,Nyeri,43256,3,285534,0,Third Party,0.56,0.7,79.3,145303.29
363,60,Male,32,Toyota,Harrier,Hatchback,5,1200,5193091,Kisumu,33273,2,330978,0,Third Party,0.6,0.83,72.1,113996.36
364,74,Male,53,Mitsubishi,Outlander,Pickup,6,1800,3630922,Nyeri,34493,0,0,0,Comprehensive,0.28,0.81,25.1,71463.83
365,31,Male,8,Nissan,Note,SUV,17,1000,9542213,Uasin Gishu,36781,0,0,0,Comprehensive,0.26,0.35,36.8,159733.2
366,38,Female,19,Mitsubishi,Outlander,SUV,6,1300,7282252,Kericho,52406,1,22356,1,Third Party,0.21,0.94,58.6,130883.78
367,44,Male,19,Isuzu,Dmax,Sedan,9,2500,4491896,Nyeri,37828,1,212904,0,Comprehensive,0.86,0.37,63.7,101078.44
368,72,Female,50,Isuzu,Dmax,Pickup,3,2000,7721289,Kakamega,24238,0,0,0,Comprehensive,0.28,0.51,20.1,133119.33
369,68,Male,48,Subaru,Forester,Pickup,6,2000,9182600,Bungoma,32253,2,462270,1,Comprehensive,0.8,0.55,68.5,170439.0
370,39,Male,13,Mitsubishi,Outlander,Sedan,14,1800,4325942,Kilifi,40468,1,195388,1,Comprehensive,0.33,0.2,46.9,81539.13
371,19,Female,0,Isuzu,Dmax,Pickup,5,1500,5482101,Meru,18045,0,0,1,Third Party,0.53,0.79,59.7,103081.51
372,68,Male,41,Mazda,CX5,Pickup,9,2500,783442,Kisumu,48939,0,0,1,Comprehensive,0.69,0.4,32.2,30001.63
373,72,Male,49,Toyota,Prado,Sedan,18,2000,3752814,Embu,8453,3,677991,1,Comprehensive,0.9,0.74,88.3,98292.21
374,57,Female,30,Mitsubishi,Outlander,Sedan,0,1800,784273,Embu,35049,2,306558,0,Third Party,0.96,0.76,83.0,52764.1
375,70,Female,46,Mazda,CX5,Pickup,16,2500,4614380,Kericho,20810,0,0,1,Third Party,0.96,0.82,47.7,95215.7
376,34,Male,6,Isuzu,Dmax,Sedan,2,2500,5160319,Nakuru,52897,0,0,0,Comprehensive,0.79,0.76,59.4,109254.79
377,73,Female,55,Mazda,Demio,Hatchback,15,1000,3390930,Machakos,30963,1,10717,0,Comprehensive,0.61,0.86,51.5,79113.95
378,58,Female,38,Honda,Fit,Sedan,10,1800,5055997,Machakos,39872,2,175070,1,Comprehensive,0.23,0.58,57.0,98289.96
379,64,Female,38,Mazda,CX5,Pickup,7,1500,1466670,Nyeri,30307,2,32952,0,Third Party,0.84,0.55,71.7,58300.05
380,46,Male,18,Nissan,Note,Pickup,9,1800,4914466,Embu,19162,0,0,0,Comprehensive,0.5,0.25,34.5,91916.99
381,21,Female,0,Isuzu,Dmax,Sedan,19,1300,2359385,Nakuru,48626,2,366622,0,Third Party,0.59,0.2,78.7,68240.77
382,51,Male,26,Nissan,Note,Pickup,14,3000,545144,Nairobi,31531,3,333474,1,Comprehensive,0.74,0.81,95.4,50777.16
383,52,Female,30,Mitsubishi,Outlander,SUV,18,3000,582140,Kilifi,40386,0,0,0,Comprehensive,0.48,0.51,36.1,31032.1
384,34,Male,10,Mazda,CX5,Hatchback,2,1800,7983647,Kajiado,50913,3,600363,1,Comprehensive,0.53,0.77,96.8,157404.71
385,33,Male,8,Mazda,CX5,Hatchback,7,1300,7940888,Kericho,45172,0,0,0,Third Party,0.89,0.78,63.3,149463.32
386,28,Female,10,Isuzu,Dmax,Sedan,1,1200,6821689,Kakamega,9886,2,339050,0,Third Party,0.63,0.71,86.6,139875.33
